mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_N,param_chi,param_mu,param_selection_method,param_theta_sel,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
5.154046456019084,0.07655863168566393,0.08816830317179362,0.009276747787209858,91,0.2,0.04,tournament,0.25,"{'N': 91, 'chi': 0.2, 'mu': 0.04, 'selection_method': 'tournament', 'theta_sel': 0.25}",0.7132793974054958,0.7300878783651834,0.8147512864493998,0.7524675524103749,0.044323873433052476,83
5.200440327326457,0.10132805227853547,0.0873723030090332,0.004679419341536958,91,0.2,0.04,tournament,0.5,"{'N': 91, 'chi': 0.2, 'mu': 0.04, 'selection_method': 'tournament', 'theta_sel': 0.5}",0.7543590458920351,0.7422234621286092,0.8203259005145798,0.772118098623269,0.03425316932863506,76
5.43356458346049,0.38487720958958493,0.0848389466603597,0.001673934136668778,91,0.2,0.04,tournament,0.75,"{'N': 91, 'chi': 0.2, 'mu': 0.04, 'selection_method': 'tournament', 'theta_sel': 0.75}",0.7002371320965267,0.8048542335053703,0.7447112635791882,0.7499542979814431,0.04295026847322772,85
6.028083324432373,0.0563349743683628,0.08301369349161784,0.004913237277927732,91,0.2,0.04,roulette,0.25,"{'N': 91, 'chi': 0.2, 'mu': 0.04, 'selection_method': 'roulette', 'theta_sel': 0.25}",0.6675965964569675,0.6713628121076858,0.8290451686678102,0.7222590501944481,0.07508977721006907,92
6.083061297734578,0.13935959158636246,0.0876006285349528,0.014559155500926822,91,0.2,0.04,roulette,0.5,"{'N': 91, 'chi': 0.2, 'mu': 0.04, 'selection_method': 'roulette', 'theta_sel': 0.5}",0.7525456828009485,0.7591016878225694,0.7155517438536306,0.7425029662140704,0.01913637238600386,88
5.826703866322835,0.2198835795289539,0.0916752815246582,0.005433128730289327,91,0.2,0.04,roulette,0.75,"{'N': 91, 'chi': 0.2, 'mu': 0.04, 'selection_method': 'roulette', 'theta_sel': 0.75}",0.7478727856046868,0.6443715999442041,0.6613779302458548,0.6846298597842193,0.04538173428476612,96
6.317773660024007,0.09552357332074077,0.10011061032613118,0.016628707578741343,91,0.2,0.1,tournament,0.25,"{'N': 91, 'chi': 0.2, 'mu': 0.1, 'selection_method': 'tournament', 'theta_sel': 0.25}",0.7002371320965267,0.7273678337285534,0.7429959977129788,0.7234587993465313,0.017658096568748304,91
6.263059854507446,0.11261464141708716,0.08680136998494466,0.005503924353105756,91,0.2,0.1,tournament,0.5,"{'N': 91, 'chi': 0.2, 'mu': 0.1, 'selection_method': 'tournament', 'theta_sel': 0.5}",0.684405077416655,0.716138931510671,0.8327615780445969,0.7440954788019719,0.06367214182280483,87
6.482314666112264,0.09665258452540508,0.09797223409016927,0.0016657263266193223,91,0.2,0.1,tournament,0.75,"{'N': 91, 'chi': 0.2, 'mu': 0.1, 'selection_method': 'tournament', 'theta_sel': 0.75}",0.7422234621286092,0.7767471055935277,0.8063178959405375,0.7749760709335083,0.026170986942743276,74
6.424289703369141,0.0918295042724312,0.09680930773417155,0.00894467566501455,91,0.2,0.1,roulette,0.25,"{'N': 91, 'chi': 0.2, 'mu': 0.1, 'selection_method': 'roulette', 'theta_sel': 0.25}",0.7263914074487376,0.7599386246338401,0.8071755288736421,0.7643377241319904,0.03309506084334257,78
