mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_N,param_chi,param_mu,param_selection_method,param_theta_sel,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
5.018467505772908,0.13995833945547206,0.07542943954467773,0.004752963025567778,91,0.2,0.04,tournament,0.25,"{'N': 91, 'chi': 0.2, 'mu': 0.04, 'selection_method': 'tournament', 'theta_sel': 0.25}",0.8150369647091644,0.7637745850188311,0.8942252715837622,0.8240768391636122,0.05358896572019092,87
4.7065409024556475,0.14502406714807747,0.07644295692443848,0.004952967749937799,91,0.2,0.04,tournament,0.5,"{'N': 91, 'chi': 0.2, 'mu': 0.04, 'selection_method': 'tournament', 'theta_sel': 0.5}",0.8683916864276747,0.8907100013948948,0.8281875357347055,0.8625614419759546,0.02583271709529486,79
5.089543342590332,0.1370566383531836,0.08281064033508301,0.0075968994069661264,91,0.2,0.04,tournament,0.75,"{'N': 91, 'chi': 0.2, 'mu': 0.04, 'selection_method': 'tournament', 'theta_sel': 0.75}",0.8813642070023713,0.783372855349421,0.8053173241852487,0.8234208242482204,0.042053826260018454,88
4.994045734405518,0.31965989216633284,0.0913240114847819,0.008342459914188265,91,0.2,0.04,roulette,0.25,"{'N': 91, 'chi': 0.2, 'mu': 0.04, 'selection_method': 'roulette', 'theta_sel': 0.25}",0.8870135304784489,0.8506765239224439,0.8679245283018868,0.8685405544878458,0.014869329740174755,77
5.1950569947560625,0.16119686862271473,0.0809630552927653,0.002356561175393699,91,0.2,0.04,roulette,0.5,"{'N': 91, 'chi': 0.2, 'mu': 0.04, 'selection_method': 'roulette', 'theta_sel': 0.5}",0.8132933463523504,0.7759799135165295,0.9100914808461978,0.8328255421590983,0.056423783612833865,83
5.190484046936035,0.31753313065860855,0.08999856313069661,0.0053183787356441865,91,0.2,0.04,roulette,0.75,"{'N': 91, 'chi': 0.2, 'mu': 0.04, 'selection_method': 'roulette', 'theta_sel': 0.75}",0.7870693262658669,0.7517087459896779,0.8156089193825042,0.7846771513581837,0.026116758216141015,95
6.230543931325276,0.13427856006480274,0.08631674448649089,0.0038216695166568217,91,0.2,0.1,tournament,0.25,"{'N': 91, 'chi': 0.2, 'mu': 0.1, 'selection_method': 'tournament', 'theta_sel': 0.25}",0.8188729250941553,0.7842795368949644,0.7610062893081762,0.7881569425906023,0.02376047098848112,92
6.144129991531372,0.16157703126701117,0.09184026718139648,0.005810692320069666,91,0.2,0.1,tournament,0.5,"{'N': 91, 'chi': 0.2, 'mu': 0.1, 'selection_method': 'tournament', 'theta_sel': 0.5}",0.9140744873762031,0.8113404937927187,0.8270440251572327,0.8509111135585316,0.04524772155726792,81
6.279087622960408,0.025015924180665883,0.0879367192586263,0.003623133072642894,91,0.2,0.1,tournament,0.75,"{'N': 91, 'chi': 0.2, 'mu': 0.1, 'selection_method': 'tournament', 'theta_sel': 0.75}",0.9130980610963872,0.8019946994001952,0.8960834762721555,0.8702932658561847,0.048928353929778984,76
6.061884085337321,0.083352805318479,0.08645335833231609,0.004265579327032427,91,0.2,0.1,roulette,0.25,"{'N': 91, 'chi': 0.2, 'mu': 0.1, 'selection_method': 'roulette', 'theta_sel': 0.25}",0.9234202817687265,0.8851304226530896,0.956546598056032,0.921565071990449,0.029156694220634605,53
