mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_N,param_chi,param_mu,param_selection_method,param_theta_sel,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
4.590108871459961,0.039415091125270106,0.07169707616170247,0.0031543595099284456,91,0.2,0.04,tournament,0.25,"{'N': 91, 'chi': 0.2, 'mu': 0.04, 'selection_method': 'tournament', 'theta_sel': 0.25}",0.7142558236853118,0.7786999581531594,0.7770154373927959,0.7565787716758747,0.030021074996778,89
4.542932987213135,0.05323835901016953,0.07268293698628743,0.0023646470329202014,91,0.2,0.04,tournament,0.5,"{'N': 91, 'chi': 0.2, 'mu': 0.04, 'selection_method': 'tournament', 'theta_sel': 0.5}",0.6927744455293625,0.7394336727577068,0.8336192109777016,0.7549744555194514,0.0584909876090083,90
4.854789654413859,0.3070445886887724,0.07696795463562012,0.009790203339998286,91,0.2,0.04,tournament,0.75,"{'N': 91, 'chi': 0.2, 'mu': 0.04, 'selection_method': 'tournament', 'theta_sel': 0.75}",0.7487097224159576,0.7049797740270609,0.8647798742138365,0.7724694437420484,0.06731700518222362,84
5.386968612670898,0.06193262502130975,0.10068631172180176,0.009188335545966523,91,0.2,0.04,roulette,0.25,"{'N': 91, 'chi': 0.2, 'mu': 0.04, 'selection_method': 'roulette', 'theta_sel': 0.25}",0.7534523643464919,0.6639001255405217,0.7884505431675243,0.7350631282022203,0.05244491240173819,94
5.248210112253825,0.09421751437514962,0.09239951769510905,0.007997168189854485,91,0.2,0.04,roulette,0.5,"{'N': 91, 'chi': 0.2, 'mu': 0.04, 'selection_method': 'roulette', 'theta_sel': 0.5}",0.8590458920351514,0.7731203794113544,0.7445683247570041,0.7924282367113398,0.04865579602777256,75
5.644380251566569,0.26184552821689316,0.09075244267781575,0.006180542910240216,91,0.2,0.04,roulette,0.75,"{'N': 91, 'chi': 0.2, 'mu': 0.04, 'selection_method': 'roulette', 'theta_sel': 0.75}",0.8105035569814478,0.6723392383875018,0.7738707833047456,0.752154656005026,0.05853959976646954,91
6.424497286478679,0.04172858631191839,0.08621795972188313,0.0061022679360396145,91,0.2,0.1,tournament,0.25,"{'N': 91, 'chi': 0.2, 'mu': 0.1, 'selection_method': 'tournament', 'theta_sel': 0.25}",0.7049797740270609,0.710559352768866,0.8243281875357347,0.7463235698435339,0.0548871488237089,92
6.467265685399373,0.08622215177872516,0.08505026499430339,0.0009346800022369645,91,0.2,0.1,tournament,0.5,"{'N': 91, 'chi': 0.2, 'mu': 0.1, 'selection_method': 'tournament', 'theta_sel': 0.5}",0.752615427535221,0.7236713628121076,0.7487135506003431,0.7416396773532582,0.0128411744925684,93
5.549312988917033,0.03231956410960658,0.08483298619588216,0.006683309034584416,91,0.2,0.1,tournament,0.75,"{'N': 91, 'chi': 0.2, 'mu': 0.1, 'selection_method': 'tournament', 'theta_sel': 0.75}",0.7254149811689217,0.7897893709024968,0.8526300743281876,0.7890344808555291,0.051887277228552436,77
5.5230709711710615,0.13603644943987242,0.08274110158284505,0.0037576770836673414,91,0.2,0.1,roulette,0.25,"{'N': 91, 'chi': 0.2, 'mu': 0.1, 'selection_method': 'roulette', 'theta_sel': 0.25}",0.7496861486957734,0.7478727856046868,0.792166952544311,0.7631307123190416,0.020426853838647792,87
